ticker,variant,days_in_trade,bh_days,exposure_pct,round_trips,win_rate,avg_trade_return,med_days_per_trade,total_return,deployed_cagr,edge_vs_bh,intrade_sharpe,maxdd,bps_per_day,beat_bh_deployed_cagr,beat_bh_bps,beat_bh_intrade_sharpe
DG,R1_share_ge50,1432,2514,57.0,31,0.903,0.0325,27.0,0.5525,0.0805,0.017,0.412,-0.7318,3.07,True,True,True
DG,ANT_pup50,2027,2514,80.6,35,0.8,0.0259,41.0,0.4063,0.0433,-0.0202,0.3,-0.6967,1.68,False,False,False
DG,ANT_pup60,2023,2514,80.5,35,0.8,0.0262,41.0,0.4169,0.0444,-0.0191,0.303,-0.7,1.72,False,False,False
DG,ANT_pup70,2007,2514,79.8,35,0.8,0.0233,41.0,0.2952,0.033,-0.0305,0.269,-0.7,1.29,False,False,False
DG,ANT_all,2027,2514,80.6,35,0.8,0.0259,41.0,0.4063,0.0433,-0.0202,0.3,-0.6967,1.68,False,False,False
DGX,buy_and_hold,2514,2514,100.0,0,,,,1.4393,0.0935,0.0,0.497,-0.366,3.55,False,False,False
DGX,R1_confirmed,1477,2514,58.8,38,0.842,0.0256,26.5,1.4101,0.1619,0.0684,0.815,-0.3065,5.96,True,True,True
DGX,R1_share_ge50,1169,2514,46.5,34,0.853,0.0256,20.5,1.1812,0.1831,0.0896,0.882,-0.3081,6.67,True,True,True
DGX,ANT_pup50,1885,2514,75.0,39,0.718,0.0175,39.0,0.6957,0.0731,-0.0204,0.432,-0.3065,2.8,False,False,False
DGX,ANT_pup60,1875,2514,74.6,39,0.718,0.0174,39.0,0.6924,0.0733,-0.0202,0.433,-0.3065,2.81,False,False,False
DGX,ANT_pup70,1862,2514,74.1,39,0.718,0.0169,39.0,0.6647,0.0714,-0.0221,0.425,-0.3065,2.74,False,False,False
DGX,ANT_all,1910,2514,76.0,40,0.7,0.0114,38.0,0.313,0.0366,-0.0569,0.27,-0.3882,1.43,False,False,False
DHI,buy_and_hold,2514,2514,100.0,0,,,,3.4967,0.1626,0.0,0.602,-0.5362,5.98,False,False,False
DHI,R1_confirmed,1579,2514,62.8,35,0.686,0.0213,29.0,0.3751,0.0522,-0.1104,0.319,-0.4491,2.02,False,False,False
DHI,R1_share_ge50,1214,2514,48.3,29,0.655,0.0254,28.0,0.5692,0.098,-0.0646,0.448,-0.4959,3.71,False,False,False
DHI,ANT_pup50,1859,2514,73.9,37,0.703,0.0253,37.0,0.5409,0.0604,-0.1022,0.344,-0.5546,2.33,False,False,False
DHI,ANT_pup60,1851,2514,73.6,36,0.694,0.023,37.5,0.3907,0.0459,-0.1167,0.306,-0.5546,1.78,False,False,False
DHI,ANT_pup70,1846,2514,73.4,36,0.694,0.022,37.5,0.3444,0.0412,-0.1214,0.294,-0.5546,1.6,False,False,False
DHI,ANT_all,1859,2514,73.9,37,0.703,0.0253,37.0,0.5409,0.0604,-0.1022,0.344,-0.5546,2.33,False,False,False
DHR,buy_and_hold,2514,2514,100.0,0,,,,2.2509,0.1254,0.0,0.593,-0.4747,4.69,False,False,False
DHR,R1_confirmed,1515,2514,60.3,44,0.727,0.014,30.5,0.7024,0.0925,-0.0329,0.469,-0.2938,3.51,False,False,False
DHR,R1_share_ge50,1148,2514,45.7,40,0.775,0.018,18.0,0.8823,0.1489,0.0235,0.656,-0.2726,5.51,True,True,True
DHR,ANT_pup50,1838,2514,73.1,45,0.667,0.0169,35.0,0.9574,0.0965,-0.0289,0.482,-0.3473,3.65,False,False,False
DHR,ANT_pup60,1836,2514,73.0,45,0.667,0.0165,35.0,0.9206,0.0937,-0.0317,0.472,-0.3518,3.55,False,False,False
DHR,ANT_pup70,1828,2514,72.7,45,0.667,0.0163,35.0,0.9005,0.0926,-0.0328,0.468,-0.3518,3.51,False,False,False
DHR,ANT_all,1838,2514,73.1,45,0.667,0.0169,35.0,0.9574,0.0965,-0.0289,0.482,-0.3473,3.65,False,False,False
DIS,buy_and_hold,2514,2514,100.0,0,,,,0.0827,0.008,0.0,0.17,-0.6072,0.32,False,False,False
DIS,R1_confirmed,1802,2514,71.7,34,0.618,-0.0079,33.0,-0.3741,-0.0634,-0.0714,-0.08,-0.6353,-2.6,False,False,False
DIS,R1_share_ge50,1493,2514,59.4,29,0.586,-0.0107,34.0,-0.3878,-0.0795,-0.0875,-0.131,-0.6317,-3.29,False,False,False
DIS,ANT_pup50,2079,2514,82.7,35,0.6,-0.0024,44.0,-0.2715,-0.0377,-0.0457,0.008,-0.6724,-1.52,False,False,False
DIS,ANT_pup60,2078,2514,82.7,35,0.6,-0.0016,44.0,-0.2514,-0.0345,-0.0425,0.02,-0.6724,-1.39,False,False,False
DIS,ANT_pup70,2071,2514,82.4,35,0.6,-0.0027,44.0,-0.2832,-0.0397,-0.0477,0.001,-0.6776,-1.61,False,False,False
DIS,ANT_all,2089,2514,83.1,35,0.6,-0.0022,44.0,-0.2661,-0.0366,-0.0446,0.011,-0.6724,-1.48,False,False,False
DISCA,buy_and_hold,1579,1579,100.0,0,,,,-0.0843,-0.014,0.0,0.176,-0.7119,-0.56,False,False,False
DISCA,R1_confirmed,1127,1579,71.4,24,0.542,0.0106,27.5,-0.0201,-0.0045,0.0095,0.19,-0.5427,-0.18,True,True,True
DISCA,R1_share_ge50,806,1579,51.0,20,0.7,0.0148,20.5,0.0923,0.028,0.042,0.272,-0.5353,1.1,True,True,True
DISCA,ANT_pup50,1337,1579,84.7,24,0.625,0.0213,32.5,0.2221,0.0385,0.0525,0.293,-0.538,1.5,True,True,True
DISCA,ANT_pup60,1334,1579,84.5,24,0.625,0.0215,32.5,0.2266,0.0393,0.0533,0.295,-0.538,1.53,True,True,True
DISCA,ANT_pup70,1319,1579,83.5,24,0.667,0.0207,32.5,0.2061,0.0364,0.0504,0.288,-0.5307,1.42,True,True,True
DISCA,ANT_all,1357,1579,85.9,24,0.625,0.0107,32.5,-0.1937,-0.0392,-0.0252,0.115,-0.6574,-1.59,False,False,False
DISCK,buy_and_hold,1579,1579,100.0,0,,,,-0.0317,-0.0051,0.0,0.193,-0.6715,-0.2,False,False,False
DISCK,R1_confirmed,1182,1579,74.9,26,0.577,0.0011,28.0,-0.2125,-0.0497,-0.0446,0.064,-0.5524,-2.02,False,False,False
DISCK,R1_share_ge50,869,1579,55.0,21,0.571,-0.0076,25.0,-0.2913,-0.095,-0.0899,-0.044,-0.6037,-3.96,False,False,False
DISCK,ANT_pup50,1343,1579,85.1,26,0.615,0.0043,31.5,-0.2568,-0.0542,-0.0491,0.07,-0.6671,-2.21,False,False,False
DISCK,ANT_pup60,1323,1579,83.8,26,0.615,0.0025,31.5,-0.2897,-0.0631,-0.058,0.048,-0.6671,-2.59,False,False,False
DISCK,ANT_pup70,1249,1579,79.1,26,0.615,0.0223,31.5,0.4046,0.0709,0.076,0.37,-0.5489,2.72,True,True,True
DISCK,ANT_all,1345,1579,85.2,26,0.615,0.0044,31.5,-0.2544,-0.0535,-0.0484,0.072,-0.6671,-2.18,False,False,False
DISH,buy_and_hold,1578,1578,100.0,0,,,,-0.8957,-0.303,0.0,-0.501,-0.9069,-14.33,False,False,False
DISH,R1_confirmed,1278,1578,81.0,21,0.619,-0.0572,34.0,-0.85,-0.3121,-0.0091,-0.498,-0.8816,-14.84,False,False,True
DISH,R1_share_ge50,1055,1578,66.9,18,0.556,-0.0699,27.0,-0.8412,-0.3556,-0.0526,-0.642,-0.8752,-17.44,False,False,False
DISH,ANT_pup50,1435,1578,90.9,22,0.545,-0.0479,35.5,-0.8272,-0.2653,0.0377,-0.38,-0.8625,-12.24,True,True,True
DISH,ANT_pup60,1433,1578,90.8,22,0.545,-0.0497,35.5,-0.8325,-0.2696,0.0334,-0.392,-0.8667,-12.47,True,True,True
DISH,ANT_pup70,1376,1578,87.2,21,0.571,-0.0465,36.0,-0.8119,-0.2636,0.0394,-0.374,-0.8503,-12.14,True,True,True
DISH,ANT_all,1437,1578,91.1,22,0.545,-0.0469,35.5,-0.8236,-0.2623,0.0407,-0.372,-0.8625,-12.07,True,True,True
DLR,buy_and_hold,2420,2420,100.0,0,,,,0.6215,0.0516,0.0,0.319,-0.511,2.0,False,False,False
DLR,R1_confirmed,1338,2420,55.3,47,0.766,0.0162,22.0,0.7548,0.1117,0.0601,0.536,-0.3185,4.2,True,True,True
DLR,R1_share_ge50,1041,2420,43.0,36,0.778,0.01,23.5,0.1981,0.0447,-0.0069,0.299,-0.3185,1.74,False,False,False
DLR,ANT_pup50,1787,2420,73.8,48,0.729,0.0145,33.5,0.5856,0.0672,0.0156,0.369,-0.4485,2.58,True,True,True
DLR,ANT_pup60,1759,2420,72.7,48,0.729,0.0144,31.5,0.5825,0.068,0.0164,0.372,-0.4485,2.61,True,True,True
DLR,ANT_pup70,1649,2420,68.1,46,0.739,0.0171,31.5,0.7679,0.091,0.0394,0.458,-0.3473,3.46,True,True,True
DLR,ANT_all,1794,2420,74.1,48,0.708,0.0142,34.0,0.5774,0.0661,0.0145,0.366,-0.4485,2.54,True,True,True
DLTR,buy_and_hold,2514,2514,100.0,0,,,,0.593,0.0478,0.0,0.312,-0.6484,1.85,False,False,False
DLTR,R1_confirmed,1331,2514,52.9,34,0.735,0.0124,25.0,0.1343,0.0241,-0.0237,0.255,-0.5671,0.95,False,False,False
DLTR,R1_share_ge50,1175,2514,46.7,29,0.724,0.0064,31.0,-0.0761,-0.0168,-0.0646,0.147,-0.5729,-0.67,False,False,False
DLTR,ANT_pup50,1808,2514,71.9,36,0.556,-0.0018,35.0,-0.3455,-0.0574,-0.1052,0.035,-0.6131,-2.34,False,False,False
DLTR,ANT_pup60,1791,2514,71.2,36,0.583,-0.0011,35.0,-0.3308,-0.0549,-0.1027,0.043,-0.6044,-2.24,False,False,False
DLTR,ANT_pup70,1781,2514,70.8,36,0.583,-0.0011,34.5,-0.3321,-0.0555,-0.1033,0.042,-0.6052,-2.27,False,False,False
DLTR,ANT_all,1810,2514,72.0,36,0.556,-0.0019,35.0,-0.3475,-0.0577,-0.1055,0.034,-0.6143,-2.36,False,False,False
DNB,buy_and_hold,316,316,100.0,0,,,,0.0198,0.0158,0.0,0.198,-0.2841,0.62,False,False,False
DNB,R1_confirmed,179,316,56.6,2,1.0,0.0122,25.0,-0.2013,-0.2712,-0.287,-0.875,-0.2663,-12.56,False,False,False
DNB,R1_share_ge50,175,316,55.4,2,1.0,0.0169,23.0,-0.1938,-0.2667,-0.2825,-0.869,-0.2663,-12.31,False,False,False
DNB,ANT_pup50,222,316,70.3,2,0.5,-0.0083,35.0,-0.2453,-0.2735,-0.2893,-0.952,-0.2765,-12.68,False,False,False
DNB,ANT_pup60,222,316,70.3,2,0.5,-0.0083,35.0,-0.2453,-0.2735,-0.2893,-0.952,-0.2765,-12.68,False,False,False
DNB,ANT_pup70,222,316,70.3,2,0.5,-0.0083,35.0,-0.2453,-0.2735,-0.2893,-0.952,-0.2765,-12.68,False,False,False
DNB,ANT_all,222,316,70.3,2,0.5,-0.0083,35.0,-0.2453,-0.2735,-0.2893,-0.952,-0.2765,-12.68,False,False,False
DOC,buy_and_hold,460,460,100.0,0,,,,0.4319,0.2173,0.0,0.63,-0.3175,7.8,False,False,False
DOC,R1_confirmed,346,460,75.2,3,0.667,0.0198,67.0,-0.1195,-0.0885,-0.3058,-0.291,-0.3284,-3.68,False,False,False
DOC,R1_share_ge50,309,460,67.2,2,0.5,-0.0022,131.5,-0.1802,-0.1496,-0.3669,-0.572,-0.3471,-6.43,False,False,False
DOC,ANT_pup50,384,460,83.5,4,0.75,0.0393,45.0,-0.0133,-0.0088,-0.2261,0.074,-0.3234,-0.35,False,False,False
DOC,ANT_pup60,366,460,79.6,3,0.667,0.0357,72.0,-0.0606,-0.0421,-0.2594,-0.077,-0.3234,-1.71,False,False,False
DOC,ANT_pup70,362,460,78.7,3,0.667,0.0357,72.0,-0.0677,-0.0476,-0.2649,-0.103,-0.3285,-1.94,False,False,False
DOC,ANT_all,386,460,83.9,4,0.75,0.0438,45.0,0.0041,0.0027,-0.2146,0.125,-0.3115,0.11,False,False,False
DOV,buy_and_hold,2514,2514,100.0,0,,,,2.1845,0.1231,0.0,0.562,-0.4549,4.61,False,False,False
DOV,R1_confirmed,1484,2514,59.0,48,0.688,0.0165,22.5,0.8651,0.1117,-0.0114,0.515,-0.4549,4.2,False,False,False
DOV,R1_share_ge50,1134,2514,45.1,42,0.762,0.0145,19.0,0.5324,0.0995,-0.0236,0.466,-0.473,3.76,False,False,False
DOV,ANT_pup50,1886,2514,75.0,49,0.694,0.0202,30.0,1.1647,0.1087,-0.0144,0.507,-0.4659,4.09,False,False,False
DOV,ANT_pup60,1878,2514,74.7,49,0.694,0.0192,30.0,1.0639,0.1021,-0.021,0.486,-0.4659,3.86,False,False,False
DOV,ANT_pup70,1773,2514,70.5,48,0.688,0.0185,30.5,1.0041,0.1039,-0.0192,0.492,-0.4703,3.92,False,False,False
DOV,ANT_all,1892,2514,75.3,49,0.694,0.0211,30.0,1.2594,0.1147,-0.0084,0.526,-0.4659,4.31,False,False,False
DOW,buy_and_hold,2118,2118,100.0,0,,,,-0.5458,-0.0896,0.0,-0.085,-0.7088,-3.73,False,False,False
DOW,R1_confirmed,1372,2118,64.8,39,0.692,0.0087,19.0,-0.0661,-0.0125,0.0771,0.161,-0.6332,-0.5,True,True,True
DOW,R1_share_ge50,1175,2118,55.5,33,0.697,0.0132,17.0,0.0475,0.01,0.0996,0.221,-0.6376,0.4,True,True,True
DOW,ANT_pup50,1791,2118,84.6,39,0.615,0.0047,33.0,-0.2334,-0.0367,0.0529,0.082,-0.6285,-1.48,True,True,True
DOW,ANT_pup60,1763,2118,83.2,39,0.641,0.0076,32.0,-0.1457,-0.0223,0.0673,0.122,-0.6126,-0.89,True,True,True
DOW,ANT_pup70,1719,2118,81.2,39,0.641,0.0081,32.0,-0.1301,-0.0202,0.0694,0.13,-0.6052,-0.81,True,True,True
DOW,ANT_all,1804,2118,85.2,39,0.615,0.0051,33.0,-0.2189,-0.0339,0.0557,0.089,-0.6285,-1.37,True,True,True
DPZ,buy_and_hold,1418,1418,100.0,0,,,,0.1042,0.0178,0.0,0.205,-0.4864,0.7,False,False,False
DPZ,R1_confirmed,937,1418,66.1,20,0.5,-0.0161,44.0,-0.324,-0.1,-0.1178,-0.218,-0.4698,-4.18,False,False,False
DPZ,R1_share_ge50,711,1418,50.1,19,0.579,-0.0156,30.0,-0.298,-0.1179,-0.1357,-0.269,-0.5151,-4.98,False,False,False
DPZ,ANT_pup50,1126,1418,79.4,21,0.476,-0.0078,43.0,-0.2749,-0.0694,-0.0872,-0.098,-0.5622,-2.86,False,False,False
DPZ,ANT_pup60,1126,1418,79.4,21,0.476,-0.0078,43.0,-0.2749,-0.0694,-0.0872,-0.098,-0.5622,-2.86,False,False,False
DPZ,ANT_pup70,1123,1418,79.2,21,0.476,-0.0084,43.0,-0.2845,-0.0724,-0.0902,-0.109,-0.5622,-2.98,False,False,False
DPZ,ANT_all,1126,1418,79.4,21,0.476,-0.0078,43.0,-0.2749,-0.0694,-0.0872,-0.098,-0.5622,-2.86,False,False,False
DRE,buy_and_hold,1306,1306,100.0,0,,,,0.7382,0.1126,0.0,0.524,-0.3266,4.23,False,False,False
DRE,R1_confirmed,836,1306,64.0,24,0.708,0.0189,27.5,0.2135,0.0601,-0.0525,0.367,-0.3072,2.31,False,False,False
DRE,R1_share_ge50,729,1306,55.8,19,0.842,0.0191,29.0,0.1247,0.0415,-0.0711,0.3,-0.245,1.61,False,False,False
DRE,ANT_pup50,987,1306,75.6,25,0.84,0.034,34.0,0.7329,0.1507,0.0381,0.717,-0.3524,5.57,True,True,True
DRE,ANT_pup60,987,1306,75.6,25,0.84,0.034,34.0,0.7329,0.1507,0.0381,0.717,-0.3524,5.57,True,True,True
DRE,ANT_pup70,966,1306,74.0,25,0.84,0.0368,32.0,0.8647,0.1765,0.0639,0.811,-0.3055,6.45,True,True,True
DRE,ANT_all,987,1306,75.6,25,0.84,0.034,34.0,0.7329,0.1507,0.0381,0.717,-0.3524,5.57,True,True,True
DRI,buy_and_hold,2514,2514,100.0,0,,,,1.8916,0.1123,0.0,0.475,-0.7322,4.22,False,False,False
DRI,R1_confirmed,1681,2514,66.9,43,0.721,0.0402,25.0,2.9984,0.2309,0.1186,0.867,-0.2646,8.24,True,True,True
DRI,R1_share_ge50,1286,2514,51.2,35,0.743,0.0454,21.0,2.7163,0.2934,0.1811,1.046,-0.2377,10.21,True,True,True
DRI,ANT_pup50,2044,2514,81.3,45,0.711,0.0447,30.0,2.6599,0.1735,0.0612,0.615,-0.7155,6.35,True,True,True
DRI,ANT_pup60,2041,2514,81.2,45,0.711,0.0445,30.0,2.6326,0.1727,0.0604,0.613,-0.7155,6.32,True,True,True
DRI,ANT_pup70,1978,2514,78.7,45,0.756,0.0469,30.0,3.0489,0.195,0.0827,0.66,-0.7135,7.07,True,True,True
DRI,ANT_all,2047,2514,81.4,45,0.711,0.0454,31.0,2.7646,0.1773,0.065,0.623,-0.7155,6.48,True,True,True
DTE,buy_and_hold,2514,2514,100.0,0,,,,0.6084,0.0488,0.0,0.325,-0.4309,1.89,False,False,False
DTE,R1_confirmed,1612,2514,64.1,41,0.732,0.0117,26.0,0.3711,0.0506,0.0018,0.346,-0.4266,1.96,True,True,True
DTE,R1_share_ge50,1212,2514,48.2,36,0.75,0.0122,20.5,0.3229,0.0599,0.0111,0.379,-0.3824,2.31,True,True,True
DTE,ANT_pup50,1927,2514,76.7,42,0.69,0.0111,33.5,0.3024,0.0352,-0.0136,0.265,-0.4397,1.37,False,False,False
DTE,ANT_pup60,1926,2514,76.6,42,0.69,0.0114,33.5,0.3178,0.0368,-0.012,0.272,-0.4397,1.43,False,False,False
DTE,ANT_pup70,1907,2514,75.9,42,0.69,0.0103,33.5,0.2637,0.0314,-0.0174,0.25,-0.4397,1.23,False,False,False
DTE,ANT_all,1927,2514,76.7,42,0.69,0.0111,33.5,0.3024,0.0352,-0.0136,0.265,-0.4397,1.37,False,False,False
DUK,buy_and_hold,2514,2514,100.0,0,,,,0.6418,0.051,0.0,0.345,-0.3737,1.97,False,False,False
DUK,R1_confirmed,1565,2514,62.3,52,0.75,0.0109,29.0,0.5579,0.074,0.023,0.503,-0.2288,2.83,True,True,True
DUK,R1_share_ge50,1138,2514,45.3,42,0.833,0.0112,18.5,0.4292,0.0823,0.0313,0.547,-0.2288,3.14,True,True,True
DUK,ANT_pup50,1918,2514,76.3,53,0.717,0.0153,31.0,0.9735,0.0934,0.0424,0.579,-0.2656,3.54,True,True,True
DUK,ANT_pup60,1915,2514,76.2,53,0.717,0.015,31.0,0.9532,0.0921,0.0411,0.572,-0.2656,3.5,True,True,True
DUK,ANT_pup70,1900,2514,75.6,53,0.717,0.0154,31.0,0.9826,0.095,0.044,0.586,-0.2656,3.6,True,True,True
DUK,ANT_all,1922,2514,76.5,54,0.722,0.0151,31.0,0.9917,0.0945,0.0435,0.581,-0.2656,3.58,True,True,True
DVA,buy_and_hold,2514,2514,100.0,0,,,,0.6298,0.0502,0.0,0.317,-0.511,1.94,False,False,False
DVA,R1_confirmed,1683,2514,66.9,42,0.762,0.0373,34.0,1.9937,0.1784,0.1282,0.67,-0.3595,6.52,True,True,True
DVA,R1_share_ge50,1394,2514,55.4,37,0.73,0.0359,31.0,1.4535,0.1761,0.1259,0.655,-0.3595,6.44,True,True,True
DVA,ANT_pup50,2083,2514,82.9,43,0.721,0.0401,43.0,2.1709,0.1498,0.0996,0.588,-0.3764,5.54,True,True,True
DVA,ANT_pup60,2067,2514,82.2,43,0.721,0.0408,41.0,2.2536,0.1547,0.1045,0.6,-0.3674,5.71,True,True,True
DVA,ANT_pup70,1971,2514,78.4,42,0.738,0.0357,40.5,1.7533,0.1382,0.088,0.56,-0.3595,5.14,True,True,True
DVA,ANT_all,2105,2514,83.7,43,0.721,0.0379,43.0,1.898,0.1358,0.0856,0.551,-0.3971,5.05,True,True,True
DVN,buy_and_hold,2514,2514,100.0,0,,,,0.1447,0.0136,0.0,0.287,-0.8896,0.54,False,False,False
DVN,R1_confirmed,1687,2514,67.1,37,0.73,0.0262,31.0,0.147,0.0207,0.0071,0.31,-0.8407,0.81,True,True,True
DVN,R1_share_ge50,1368,2514,54.4,30,0.733,0.0332,26.5,0.6336,0.0946,0.081,0.424,-0.5888,3.59,True,True,True
DVN,ANT_pup50,2001,2514,79.6,37,0.649,0.0327,41.0,0.3405,0.0376,0.024,0.334,-0.8878,1.46,True,True,True
DVN,ANT_pup60,2000,2514,79.6,37,0.649,0.0324,41.0,0.3281,0.0364,0.0228,0.332,-0.8889,1.42,True,True,True
DVN,ANT_pup70,1960,2514,78.0,37,0.676,0.0335,40.0,0.4411,0.0481,0.0345,0.353,-0.8687,1.86,True,True,True
DVN,ANT_all,2027,2514,80.6,37,0.622,0.028,41.0,0.1396,0.0164,0.0028,0.295,-0.885,0.64,True,True,True
DXC,buy_and_hold,1361,1361,100.0,0,,,,-0.7942,-0.2538,0.0,-0.207,-0.911,-11.62,False,False,False
DXC,R1_confirmed,1023,1361,75.2,14,0.429,-0.0209,43.5,-0.6707,-0.2394,0.0144,-0.161,-0.8129,-10.86,True,True,True
DXC,R1_share_ge50,918,1361,67.5,13,0.462,-0.0128,40.0,-0.6272,-0.2373,0.0165,-0.134,-0.8013,-10.75,True,True,True
DXC,ANT_pup50,990,1361,72.7,12,0.417,-0.0075,59.5,-0.624,-0.2204,0.0334,-0.064,-0.8626,-9.88,True,True,True
DXC,ANT_pup60,990,1361,72.7,12,0.417,-0.0075,59.5,-0.624,-0.2204,0.0334,-0.064,-0.8626,-9.88,True,True,True
DXC,ANT_pup70,985,1361,72.4,12,0.417,-0.0105,59.5,-0.6363,-0.228,0.0258,-0.078,-0.8626,-10.27,True,True,True
DXC,ANT_all,991,1361,72.8,12,0.417,-0.0076,60.0,-0.6244,-0.2204,0.0334,-0.064,-0.8626,-9.88,True,True,True
DXCM,buy_and_hold,1418,1418,100.0,0,,,,-0.3699,-0.0788,0.0,0.07,-0.6632,-3.26,False,False,False
DXCM,R1_confirmed,1026,1418,72.4,15,0.667,-0.0162,54.0,-0.399,-0.1176,-0.0388,-0.01,-0.7189,-4.96,False,False,False
DXCM,R1_share_ge50,935,1418,65.9,13,0.615,-0.0384,54.0,-0.5283,-0.1833,-0.1045,-0.161,-0.7349,-8.04,False,False,False
DXCM,ANT_pup50,1180,1418,83.2,15,0.6,-0.0349,58.0,-0.576,-0.1674,-0.0886,-0.126,-0.7754,-7.27,False,False,False
DXCM,ANT_pup60,1180,1418,83.2,15,0.6,-0.0349,58.0,-0.576,-0.1674,-0.0886,-0.126,-0.7754,-7.27,False,False,False
DXCM,ANT_pup70,1180,1418,83.2,15,0.6,-0.0349,58.0,-0.576,-0.1674,-0.0886,-0.126,-0.7754,-7.27,False,False,False
DXCM,ANT_all,1180,1418,83.2,15,0.6,-0.0349,58.0,-0.576,-0.1674,-0.0886,-0.126,-0.7754,-7.27,False,False,False
EA,buy_and_hold,2514,2514,100.0,0,,,,1.9734,0.1154,0.0,0.524,-0.4983,4.33,False,False,False
EA,R1_confirmed,1689,2514,67.2,44,0.773,0.0291,28.0,2.2188,0.1906,0.0752,0.776,-0.3251,6.92,True,True,True
EA,R1_share_ge50,1275,2514,50.7,41,0.805,0.0386,20.0,3.4432,0.3428,0.2274,1.208,-0.3045,11.7,True,True,True
EA,ANT_pup50,1976,2514,78.6,44,0.75,0.0283,41.0,1.9319,0.147,0.0316,0.616,-0.4815,5.44,True,True,True
EA,ANT_pup60,1970,2514,78.4,44,0.75,0.0283,40.0,1.936,0.1477,0.0323,0.618,-0.4815,5.47,True,True,True
EA,ANT_pup70,1962,2514,78.0,44,0.75,0.0274,39.5,1.8235,0.1426,0.0272,0.602,-0.4815,5.29,True,True,True
EA,ANT_all,2015,2514,80.2,45,0.733,0.0286,41.0,2.0664,0.1504,0.035,0.625,-0.4815,5.56,True,True,True
EBAY,buy_and_hold,2514,2514,100.0,0,,,,2.1696,0.1226,0.0,0.529,-0.5432,4.59,False,False,False
EBAY,R1_confirmed,1610,2514,64.0,35,0.571,0.0099,34.0,0.3446,0.0474,-0.0752,0.305,-0.4423,1.84,False,False,False
EBAY,R1_share_ge50,1247,2514,49.6,28,0.607,0.0139,33.0,0.3782,0.067,-0.0556,0.366,-0.4437,2.57,False,False,False
EBAY,ANT_pup50,1986,2514,79.0,37,0.622,0.0191,39.0,0.7307,0.0721,-0.0505,0.381,-0.5123,2.76,False,False,False
EBAY,ANT_pup60,1955,2514,77.8,37,0.622,0.0197,38.0,0.7715,0.0765,-0.0461,0.394,-0.5169,2.92,False,False,False
EBAY,ANT_pup70,1910,2514,76.0,37,0.622,0.0197,38.0,0.8683,0.086,-0.0366,0.423,-0.5274,3.27,False,False,False
EBAY,ANT_all,1991,2514,79.2,37,0.622,0.0197,39.0,0.7691,0.0749,-0.0477,0.39,-0.5123,2.87,False,False,False
ECL,buy_and_hold,2514,2514,100.0,0,,,,1.2952,0.0868,0.0,0.457,-0.4427,3.3,False,False,False
ECL,R1_confirmed,1675,2514,66.6,41,0.707,0.0139,32.0,0.5828,0.0715,-0.0153,0.42,-0.468,2.74,False,False,False
ECL,R1_share_ge50,1208,2514,48.1,35,0.686,0.0186,26.0,0.8025,0.1308,0.044,0.679,-0.249,4.88,True,True,True
ECL,ANT_pup50,1980,2514,78.8,42,0.69,0.0148,35.5,0.6928,0.0693,-0.0175,0.386,-0.4753,2.66,False,False,False
ECL,ANT_pup60,1970,2514,78.4,42,0.69,0.0151,35.5,0.7106,0.0711,-0.0157,0.393,-0.465,2.73,False,False,False
ECL,ANT_pup70,1943,2514,77.3,42,0.69,0.0128,34.5,0.5437,0.0579,-0.0289,0.346,-0.4954,2.23,False,False,False
ECL,ANT_all,1983,2514,78.9,42,0.69,0.0145,35.5,0.6719,0.0675,-0.0193,0.38,-0.4794,2.59,False,False,False
ED,buy_and_hold,2514,2514,100.0,0,,,,0.5454,0.0446,0.0,0.312,-0.3102,1.73,False,False,False
ED,R1_confirmed,1588,2514,63.2,49,0.755,0.0102,28.0,0.5481,0.0718,0.0272,0.425,-0.3039,2.75,True,True,True
ED,R1_share_ge50,1177,2514,46.8,37,0.676,0.0092,28.0,0.3511,0.0666,0.022,0.392,-0.3039,2.56,True,True,True
ED,ANT_pup50,1983,2514,78.9,49,0.633,0.009,38.0,0.4513,0.0485,0.0039,0.328,-0.3039,1.88,True,True,True
ED,ANT_pup60,1922,2514,76.5,48,0.667,0.011,38.0,0.5864,0.0624,0.0178,0.389,-0.3039,2.4,True,True,True
ED,ANT_pup70,1878,2514,74.7,47,0.681,0.0103,38.0,0.5241,0.0582,0.0136,0.37,-0.3039,2.24,True,True,True
ED,ANT_all,1999,2514,79.5,49,0.633,0.0102,38.0,0.5384,0.0558,0.0112,0.361,-0.3039,2.15,True,True,True
EFX,buy_and_hold,2514,2514,100.0,0,,,,0.9483,0.0691,0.0,0.372,-0.4942,2.65,False,False,False
EFX,R1_confirmed,1676,2514,66.7,31,0.645,0.0013,43.0,-0.2397,-0.0404,-0.1095,0.016,-0.4607,-1.63,False,False,False
EFX,R1_share_ge50,1393,2514,55.4,27,0.556,0.0009,46.0,-0.0928,-0.0175,-0.0866,0.1,-0.4275,-0.7,False,False,False
EFX,ANT_pup50,1975,2514,78.6,32,0.531,-0.0004,53.0,-0.2863,-0.0421,-0.1112,0.019,-0.5159,-1.71,False,False,False
EFX,ANT_pup60,1972,2514,78.4,32,0.531,0.0,53.0,-0.2767,-0.0405,-0.1096,0.024,-0.5159,-1.64,False,False,False
EFX,ANT_pup70,1968,2514,78.3,32,0.531,-0.0005,52.0,-0.2873,-0.0424,-0.1115,0.018,-0.5159,-1.72,False,False,False
